2019-10-26 15:53:49.586 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2019-10-26 15:54:11.330 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: merchantsUsingGET_1
2019-10-26 15:54:11.332 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: passUsingPOST_1
2019-10-26 15:54:11.333 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: rejectUsingPOST_1
2019-10-26 15:54:11.349 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_5
2019-10-26 15:54:11.375 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_6
2019-10-26 15:54:11.391 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_7
2019-10-26 15:54:11.395 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_1
2019-10-26 15:54:11.399 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: updateUsingPATCH_1
2019-10-26 15:54:11.406 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_8
2019-10-26 15:54:11.408 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_2
2019-10-26 15:54:11.413 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_9
2019-10-26 15:54:11.437 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_2
2019-10-26 15:54:11.442 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: addActivityUsingPOST_1
2019-10-26 15:54:11.443 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteActivityUsingDELETE_1
2019-10-26 15:54:11.446 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_10
2019-10-26 15:54:11.451 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: updateActivityUsingPATCH_1
2019-10-26 15:54:11.460 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: citiesUsingGET_1
2019-10-26 15:54:11.472 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: createUsingPOST_1
2019-10-26 15:54:11.479 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_1
2019-10-26 15:54:11.482 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: rejectUsingPOST_2
2019-10-26 15:54:11.489 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_11
2019-10-26 15:54:11.492 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: foodGuideUsingGET_1
2019-10-26 15:54:11.495 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_3
2019-10-26 15:54:11.498 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: changePasswordUsingPOST_1
2019-10-26 15:54:11.514 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_2
2019-10-26 15:54:11.516 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: payUsingPOST_1
2019-10-26 15:54:11.602 -- [34mINFO [0;39m [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat started on port(s): 8080 (http) with context path ''
2019-10-26 15:54:11.604 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2019-10-26 15:54:11.611 -- [34mINFO [0;39m [main] com.foodie.portal.FoodieApplication : Started FoodieApplication in 23.427 seconds (JVM running for 27.037)
2019-10-26 16:07:53.644 -- [34mINFO [0;39m [Thread-7] o.s.s.c.ThreadPoolTaskExecutor : Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-26 16:07:53.654 -- [34mINFO [0;39m [Thread-7] o.s.o.j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2019-10-26 16:07:53.656 -- [34mINFO [0;39m [Thread-7] c.alibaba.druid.pool.DruidDataSource : {dataSource-1} closed
2019-10-26 16:08:06.586 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2019-10-26 16:08:06.614 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.algorithm, using default value: PBEWithMD5AndDES
2019-10-26 16:08:06.614 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
2019-10-26 16:08:06.615 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
2019-10-26 16:08:06.615 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
2019-10-26 16:08:06.616 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
2019-10-26 16:08:06.616 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
2019-10-26 16:08:06.618 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.iv-generator-classname, using default value: org.jasypt.iv.NoIvGenerator
2019-10-26 16:08:06.619 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
2019-10-26 16:08:06.811 -- [34mINFO [0;39m [main] com.foodie.portal.FoodieApplication : The following profiles are active: dev
2019-10-26 16:08:08.068 -- [34mINFO [0;39m [main] o.s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-26 16:08:08.229 -- [34mINFO [0;39m [main] o.s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 154ms. Found 13 repository interfaces.
2019-10-26 16:08:08.655 -- [34mINFO [0;39m [main] o.s.cloud.context.scope.GenericScope : BeanFactory id=04d982bf-6a19-3215-a13f-f99d88d93822
2019-10-26 16:08:08.655 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource defaultProperties [org.springframework.cloud.bootstrap.BootstrapApplicationListener$ExtendedDefaultPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
2019-10-26 16:08:08.672 -- [34mINFO [0;39m [main] c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor : Post-processing PropertySource instances
2019-10-26 16:08:08.711 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'shiroConfig' of type [com.foodie.portal.commons.config.shiro.ShiroConfig$$EnhancerBySpringCGLIB$$3d4f1b5e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.835 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#7fac18dc' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.835 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#7fac18dc' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.836 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#42576db9' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.840 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#4f402027' of type [org.springframework.data.repository.core.support.RepositoryFragmentsFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.841 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#4f402027' of type [org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.858 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$$EnhancerBySpringCGLIB$$9c257818] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.863 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'stringOrNumberMigrationVersionConverter' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$StringOrNumberToMigrationVersionConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.865 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.flyway-org.springframework.boot.autoconfigure.flyway.FlywayProperties' of type [org.springframework.boot.autoconfigure.flyway.FlywayProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.880 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.890 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure$$EnhancerBySpringCGLIB$$8b57d620] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:08.894 -- [34mINFO [0;39m [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2019-10-26 16:08:08.974 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.000 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'statFilter' of type [com.alibaba.druid.filter.stat.StatFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.273 -- [34mINFO [0;39m [main] c.alibaba.druid.pool.DruidDataSource : {dataSource-1} inited
2019-10-26 16:08:09.273 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.281 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration$$EnhancerBySpringCGLIB$$f1a9ae4e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.304 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flyway' of type [org.flywaydb.core.Flyway] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.314 -- [34mINFO [0;39m [main] o.f.c.i.license.VersionPrinter : Flyway Community Edition 5.2.4 by Boxfuse
2019-10-26 16:08:09.322 -- [34mINFO [0;39m [main] o.f.c.i.database.DatabaseFactory : Database: jdbc:h2:file:~/h2/foodie (H2 1.4)
2019-10-26 16:08:09.358 -- [31mWARN [0;39m [main] o.f.c.i.database.base.Database : Flyway upgrade recommended: H2 1.4.199 is newer than this version of Flyway and support has not been tested.
2019-10-26 16:08:09.467 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbValidate : Successfully validated 39 migrations (execution time 00:00.073s)
2019-10-26 16:08:09.489 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Current version of schema "PUBLIC": 2019.10.24.13.21
2019-10-26 16:08:09.492 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Schema "PUBLIC" is up to date. No migration necessary.
2019-10-26 16:08:09.494 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flywayInitializer' of type [org.springframework.boot.autoconfigure.flyway.FlywayMigrationInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.503 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.JpaProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:08:09.509 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa.hibernate-org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
